,OBJECTID,Join_Count,TARGET_FID,plotid,longitude,latitude,shape,size_m,sample_points,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Water>irrigation ditch,grass,Water>rivers/stream,Impervious Surface (no building),Wetlands,Water>lake/ponded/container,cultivated vegetation,Bare Ground,Building,Trees_CanopyCover,unknown,bush/scrub,shadow,shape.1,shape.2,shape.3,shape.4,shape.5,shape.6,shape.7,shape.8,shape_12_13_14_15_16_17_18_19_2,Water>treated pool,shape_12_13_14_15_16_17_18_19_3,shape_12_13_14_15_16_17_18_19_4,shape_12_13_14_15_16_17_18_19_5,shape_12_13_14_15_16_17_18_19_6,shape_12_13_14_15_16_17_18_19_7,shape_12_13_14_15_16_17_18_19_8,shape_12_13_14_15_16_17_18_19_9,shape_12_13_14_15_16_17_18_1_10,shape_12_13_14_15_16_17_18_1_11,shape_12_13_14_15_16_17_18_1_12,plotid 1,center_lon 1,center_lat 1,shape 1,size_m 1,sample_points 1,flagged 1,flagged_reason 1,confidence 1,collection_time 1,analysis_duration 1,common_securewatch_date 1,total_securewatch_dates 1,Land_Cover_Elements_Water_irr_1,grass 1,Land_Cover_Elements_Water_riv_1,Land_Cover_Elements_Impervious1,Wetlands 1,Land_Cover_Elements_Water_lake1,Land_Cover_Elements_cultivated1,Land_Cover_Elements_Bare_Grou_1,Building 1,Land_Cover_Elements_Trees_Can_1,unknown 1,Land_Cover_Elements_bush_scrub_,shadow 1,shape 1.1,shape 1.2,shape 1.3,shape 1.4,shape 1.5,shape 1.6,shape 1.7,shape 1.8,shape_12_13_14_15_16_17_18_1_13,Land_Cover_Elements_Water_tre_1,shape_12_13_14_15_16_17_18_1_14,shape_12_13_14_15_16_17_18_1_15,shape_12_13_14_15_16_17_18_1_16,shape_12_13_14_15_16_17_18_1_17,shape_12_13_14_15_16_17_18_1_18,shape_12_13_14_15_16_17_18_1_19,shape_12_13_14_15_16_17_18_1_20,shape_12_13_14_15_16_17_18_1_21,shape_12_13_14_15_16_17_18_1_22,shape_12_13_14_15_16_17_18_1_23,x,y,Median Income,Min Distance,AOI,Average Income
244,245,1,245,8422,-97.88509594,30.20289321,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8422,-97.88509594,30.20289321,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.88509594,30.20289321,300000,2925.587239,84,300000
245,246,1,246,8423,-97.88509594,30.20738981,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8423,-97.88509594,30.20738981,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.88509594,30.20738981,300000,2658.760686,84,300000
246,247,1,247,8424,-97.88509594,30.21188641,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8424,-97.88509594,30.21188641,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.88509594,30.21188641,300000,2464.936011,84,300000
247,248,1,248,8425,-97.87989376,30.18940341,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8425,-97.87989376,30.18940341,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.87989376,30.18940341,300000,3729.365386,84,300000
248,249,1,249,8426,-97.87989376,30.19390001,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8426,-97.87989376,30.19390001,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.87989376,30.19390001,300000,3305.655031,84,300000
249,250,1,250,8427,-97.87989376,30.19839661,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8427,-97.87989376,30.19839661,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.87989376,30.19839661,300000,2905.769191,84,300000
250,251,1,251,8428,-97.87989376,30.20289321,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8428,-97.87989376,30.20289321,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.87989376,30.20289321,300000,2540.981192,84,300000
251,252,1,252,8429,-97.87989376,30.20738981,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8429,-97.87989376,30.20738981,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.87989376,30.20738981,300000,2228.593434,84,300000
252,253,1,253,8430,-97.87989376,30.21188641,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8430,-97.87989376,30.21188641,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.87989376,30.21188641,300000,1993.395456,84,300000
253,254,1,254,8431,-97.87469157,30.18940341,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8431,-97.87469157,30.18940341,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.87469157,30.18940341,300000,3508.164978,84,300000
254,255,1,255,8432,-97.87469157,30.19390001,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8432,-97.87469157,30.19390001,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.87469157,30.19390001,300000,3053.929153,84,300000
255,256,1,256,8433,-97.87469157,30.19839661,,100,100,0,,100,25-07-2022 04:14,286.7 secs,,0,0,0,0,0,,0,0,0,0,62,0,38,0,,,,,,,,,,0,,,,,,,,,,,8433,-97.87469157,30.19839661,,100,100,0,,100,25-07-2022 04:14,286.7 secs,,0,0,0,0,0,,0,0,0,0,62,0,38,0,,,,,,,,,,0,,,,,,,,,,,-97.87469157,30.19839661,300000,2615.854628,84,300000
256,257,1,257,8434,-97.87469157,30.20289321,,100,100,0,,100,25-07-2022 04:08,341.6 secs,,0,0,0,0,18,,0,33,0,49,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8434,-97.87469157,30.20289321,,100,100,0,,100,25-07-2022 04:08,341.6 secs,,0,0,0,0,18,,0,33,0,49,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.87469157,30.20289321,300000,2203.601378,84,300000
257,258,1,258,8435,-97.87469157,30.20738981,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8435,-97.87469157,30.20738981,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.87469157,30.20738981,300000,1834.659391,84,300000
258,259,1,259,8436,-97.87469157,30.21188641,,100,100,0,,100,25-07-2022 03:46,355.1 secs,,0,0,0,0,33,,0,44,0,23,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8436,-97.87469157,30.21188641,,100,100,0,,100,25-07-2022 03:46,355.1 secs,,0,0,0,0,33,,0,44,0,23,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.87469157,30.21188641,300000,1540.468957,84,300000
259,260,1,260,7100,-97.74148063,30.5454346,,100,100,0,,100,28-06-2022 12:16,393.8 secs,,0,0,8,0,16,,0,0,0,5,64,0,0,7,,,,,,,,,,0,,,,,,,,,,,7100,-97.74148063,30.5454346,,100,100,0,,100,28-06-2022 12:16,393.8 secs,,0,0,8,0,16,,0,0,0,5,64,0,0,7,,,,,,,,,,0,,,,,,,,,,,-97.74148063,30.5454346,117987,5999.808462,71,117987
260,261,1,261,7101,-97.75453202,30.53419309,,100,100,0,,100,28-06-2022 22:21,413.9 secs,,0,0,31,0,7,,0,0,0,4,41,0,0,17,,,,,,,,,,0,,,,,,,,,,,7101,-97.75453202,30.53419309,,100,100,0,,100,28-06-2022 22:21,413.9 secs,,0,0,31,0,7,,0,0,0,4,41,0,0,17,,,,,,,,,,0,,,,,,,,,,,-97.75453202,30.53419309,117987,4768.47191,71,117987
261,262,1,262,7102,-97.75453202,30.5386897,,100,100,0,,100,28-06-2022 22:45,1362.8 secs,,0,0,25,0,21,,0,0,4,0,30,1,0,19,,,,,,,,,,0,,,,,,,,,,,7102,-97.75453202,30.5386897,,100,100,0,,100,28-06-2022 22:45,1362.8 secs,,0,0,25,0,21,,0,0,4,0,30,1,0,19,,,,,,,,,,0,,,,,,,,,,,-97.75453202,30.5386897,117987,5262.715385,71,117987
262,263,1,263,7103,-97.75453202,30.5431863,,100,100,0,,75,28-06-2022 22:53,477.4 secs,,0,0,15,0,0,,0,0,23,0,29,0,18,15,,,,,,,,,,0,,,,,,,,,,,7103,-97.75453202,30.5431863,,100,100,0,,75,28-06-2022 22:53,477.4 secs,,0,0,15,0,0,,0,0,23,0,29,0,18,15,,,,,,,,,,0,,,,,,,,,,,-97.75453202,30.5431863,117987,5757.692246,71,117987
263,264,1,264,7104,-97.75453202,30.5476829,,100,100,0,,82,29-06-2022 17:01,65284.7 secs,,0,0,8,0,12,,0,0,0,24,37,0,0,19,,,,,,,,,,0,,,,,,,,,,,7104,-97.75453202,30.5476829,,100,100,0,,82,29-06-2022 17:01,65284.7 secs,,0,0,8,0,12,,0,0,0,24,37,0,0,19,,,,,,,,,,0,,,,,,,,,,,-97.75453202,30.5476829,117987,6253.229259,71,117987
264,265,1,265,7105,-97.75453202,30.5521795,,100,100,0,,100,29-06-2022 17:11,586.6 secs,,0,0,27,0,0,,0,0,0,0,48,0,0,25,,,,,,,,,,0,,,,,,,,,,,7105,-97.75453202,30.5521795,,100,100,0,,100,29-06-2022 17:11,586.6 secs,,0,0,27,0,0,,0,0,0,0,48,0,0,25,,,,,,,,,,0,,,,,,,,,,,-97.75453202,30.5521795,117987,6749.203121,71,117987
265,266,1,266,7106,-97.75453202,30.5566761,,100,100,0,,76,29-06-2022 18:16,3928.5 secs,,0,0,32,0,0,,0,0,0,0,34,0,23,11,,,,,,,,,,0,,,,,,,,,,,7106,-97.75453202,30.5566761,,100,100,0,,76,29-06-2022 18:16,3928.5 secs,,0,0,32,0,0,,0,0,0,0,34,0,23,11,,,,,,,,,,0,,,,,,,,,,,-97.75453202,30.5566761,117987,7245.524193,71,117987
266,267,1,267,7107,-97.74931147,30.53419309,,100,100,0,,100,30-06-2022 01:53,27405.9 secs,,0,0,30,0,2,,0,0,1,10,37,2,0,18,,,,,,,,,,0,,,,,,,,,,,7107,-97.74931147,30.53419309,,100,100,0,,100,30-06-2022 01:53,27405.9 secs,,0,0,30,0,2,,0,0,1,10,37,2,0,18,,,,,,,,,,0,,,,,,,,,,,-97.74931147,30.53419309,117987,4725.972812,71,117987
267,268,1,268,7108,-97.74931147,30.5386897,,100,100,0,,100,30-06-2022 15:17,48250.8 secs,,0,0,8,0,0,,0,0,0,2,71,0,0,19,,,,,,,,,,0,,,,,,,,,,,7108,-97.74931147,30.5386897,,100,100,0,,100,30-06-2022 15:17,48250.8 secs,,0,0,8,0,0,,0,0,0,2,71,0,0,19,,,,,,,,,,0,,,,,,,,,,,-97.74931147,30.5386897,117987,5224.240277,71,117987
268,269,1,269,7109,-97.74931147,30.5431863,,100,100,0,,100,30-06-2022 15:23,326.0 secs,,0,0,46,0,0,,0,0,27,0,18,0,0,9,,,,,,,,,,0,,,,,,,,,,,7109,-97.74931147,30.5431863,,100,100,0,,100,30-06-2022 15:23,326.0 secs,,0,0,46,0,0,,0,0,27,0,18,0,0,9,,,,,,,,,,0,,,,,,,,,,,-97.74931147,30.5431863,117987,5722.547669,71,117987
269,270,1,270,7110,-97.74931147,30.5476829,,100,100,0,,100,30-06-2022 15:26,192.5 secs,,0,0,45,0,0,,0,0,0,1,32,0,0,22,,,,,,,,,,0,,,,,,,,,,,7110,-97.74931147,30.5476829,,100,100,0,,100,30-06-2022 15:26,192.5 secs,,0,0,45,0,0,,0,0,0,1,32,0,0,22,,,,,,,,,,0,,,,,,,,,,,-97.74931147,30.5476829,117987,6220.886318,71,117987
270,271,1,271,7111,-97.74931147,30.5521795,,100,100,0,,100,30-06-2022 18:00,9240.0 secs,,0,0,2,0,2,,0,0,0,24,55,0,0,17,,,,,,,,,,0,,,,,,,,,,,7111,-97.74931147,30.5521795,,100,100,0,,100,30-06-2022 18:00,9240.0 secs,,0,0,2,0,2,,0,0,0,24,55,0,0,17,,,,,,,,,,0,,,,,,,,,,,-97.74931147,30.5521795,117987,6719.249345,71,117987
271,272,1,272,7112,-97.74931147,30.5566761,,100,100,0,,100,30-06-2022 18:07,414.1 secs,,0,0,12,0,19,,0,0,0,20,33,0,0,15,,,,,,,,,,1,,,,,,,,,,,7112,-97.74931147,30.5566761,,100,100,0,,100,30-06-2022 18:07,414.1 secs,,0,0,12,0,19,,0,0,0,20,33,0,0,15,,,,,,,,,,1,,,,,,,,,,,-97.74931147,30.5566761,117987,7217.631773,71,117987
272,273,1,273,7113,-97.74409091,30.53419309,,100,100,0,,100,30-06-2022 18:10,173.6 secs,,0,0,14,0,12,,0,0,0,5,53,0,0,16,,,,,,,,,,0,,,,,,,,,,,7113,-97.74409091,30.53419309,,100,100,0,,100,30-06-2022 18:10,173.6 secs,,0,0,14,0,12,,0,0,0,5,53,0,0,16,,,,,,,,,,0,,,,,,,,,,,-97.74409091,30.53419309,117987,4736.403589,71,117987
273,274,1,274,7114,-97.74409091,30.5386897,,100,100,0,,100,30-06-2022 18:13,176.2 secs,,0,0,8,0,1,,0,0,0,4,65,0,0,22,,,,,,,,,,0,,,,,,,,,,,7114,-97.74409091,30.5386897,,100,100,0,,100,30-06-2022 18:13,176.2 secs,,0,0,8,0,1,,0,0,0,4,65,0,0,22,,,,,,,,,,0,,,,,,,,,,,-97.74409091,30.5386897,117987,5233.677661,71,117987
274,275,1,275,7115,-97.74409091,30.5431863,,100,100,0,,100,30-06-2022 18:16,176.8 secs,,0,0,53,0,0,,0,0,0,0,2,0,36,9,,,,,,,,,,0,,,,,,,,,,,7115,-97.74409091,30.5431863,,100,100,0,,100,30-06-2022 18:16,176.8 secs,,0,0,53,0,0,,0,0,0,0,2,0,36,9,,,,,,,,,,0,,,,,,,,,,,-97.74409091,30.5431863,117987,5731.164163,71,117987
275,276,1,276,7116,-97.74409091,30.5476829,,100,100,0,,100,30-06-2022 18:21,311.7 secs,,0,0,13,0,22,,0,0,0,7,46,0,0,12,,,,,,,,,,0,,,,,,,,,,,7116,-97.74409091,30.5476829,,100,100,0,,100,30-06-2022 18:21,311.7 secs,,0,0,13,0,22,,0,0,0,7,46,0,0,12,,,,,,,,,,0,,,,,,,,,,,-97.74409091,30.5476829,117987,6228.813119,71,117987
276,277,1,277,7117,-97.74409091,30.5521795,,100,100,0,,100,30-06-2022 18:25,258.2 secs,,0,0,8,0,15,,0,0,0,25,44,0,0,8,,,,,,,,,,0,,,,,,,,,,,7117,-97.74409091,30.5521795,,100,100,0,,100,30-06-2022 18:25,258.2 secs,,0,0,8,0,15,,0,0,0,25,44,0,0,8,,,,,,,,,,0,,,,,,,,,,,-97.74409091,30.5521795,117987,6726.58855,71,117987
277,278,1,278,7118,-97.74409091,30.5566761,,100,100,0,,100,30-06-2022 18:29,220.1 secs,,0,0,1,0,9,,0,0,0,25,50,0,0,14,,,,,,,,,,1,,,,,,,,,,,7118,-97.74409091,30.5566761,,100,100,0,,100,30-06-2022 18:29,220.1 secs,,0,0,1,0,9,,0,0,0,25,50,0,0,14,,,,,,,,,,1,,,,,,,,,,,-97.74409091,30.5566761,117987,7224.464383,71,117987
278,279,1,279,7119,-97.73887035,30.53419309,,100,100,0,,100,30-06-2022 18:32,213.1 secs,,0,0,52,0,20,,7,0,0,4,10,0,0,7,,,,,,,,,,0,,,,,,,,,,,7119,-97.73887035,30.53419309,,100,100,0,,100,30-06-2022 18:32,213.1 secs,,0,0,52,0,20,,7,0,0,4,10,0,0,7,,,,,,,,,,0,,,,,,,,,,,-97.73887035,30.53419309,117987,4799.419277,71,117987
279,280,1,280,7120,-97.73887035,30.5386897,,100,100,0,,100,30-06-2022 18:51,1142.7 secs,,0,0,11,0,15,,0,0,0,9,48,1,0,16,,,,,,,,,,0,,,,,,,,,,,7120,-97.73887035,30.5386897,,100,100,0,,100,30-06-2022 18:51,1142.7 secs,,0,0,11,0,15,,0,0,0,9,48,1,0,16,,,,,,,,,,0,,,,,,,,,,,-97.73887035,30.5386897,117987,5290.771271,71,117987
280,281,1,281,7121,-97.73887035,30.5431863,,100,100,0,,100,30-06-2022 18:55,237.6 secs,,0,0,16,0,11,,0,0,0,11,50,1,0,11,,,,,,,,,,0,,,,,,,,,,,7121,-97.73887035,30.5431863,,100,100,0,,100,30-06-2022 18:55,237.6 secs,,0,0,16,0,11,,0,0,0,11,50,1,0,11,,,,,,,,,,0,,,,,,,,,,,-97.73887035,30.5431863,117987,5783.346244,71,117987
281,282,1,282,7122,-97.73887035,30.5476829,,100,100,0,,100,02-07-2022 04:05,119415.2 secs,,0,0,7,0,23,,0,0,0,25,43,0,0,2,,,,,,,,,,0,,,,,,,,,,,7122,-97.73887035,30.5476829,,100,100,0,,100,02-07-2022 04:05,119415.2 secs,,0,0,7,0,23,,0,0,0,25,43,0,0,2,,,,,,,,,,0,,,,,,,,,,,-97.73887035,30.5476829,117987,6276.8572,71,117987
282,283,1,283,7123,-97.73887035,30.5521795,,100,100,0,,100,02-07-2022 04:10,244.9 secs,,0,0,15,0,17,,0,0,0,46,10,0,0,12,,,,,,,,,,0,,,,,,,,,,,7123,-97.73887035,30.5521795,,100,100,0,,100,02-07-2022 04:10,244.9 secs,,0,0,15,0,17,,0,0,0,46,10,0,0,12,,,,,,,,,,0,,,,,,,,,,,-97.73887035,30.5521795,117987,6771.099562,71,117987
283,284,1,284,7124,-97.73887035,30.5566761,,100,100,0,,100,02-07-2022 04:15,321.3 secs,,0,0,15,0,17,,0,0,0,20,42,0,0,6,,,,,,,,,,0,,,,,,,,,,,7124,-97.73887035,30.5566761,,100,100,0,,100,02-07-2022 04:15,321.3 secs,,0,0,15,0,17,,0,0,0,20,42,0,0,6,,,,,,,,,,0,,,,,,,,,,,-97.73887035,30.5566761,117987,7265.924146,71,117987
284,285,1,285,7125,-97.7336498,30.53419309,,100,100,0,,100,02-07-2022 19:49,56062.3 secs,,0,0,28,0,68,,0,0,0,0,0,0,2,2,,,,,,,,,,0,,,,,,,,,,,7125,-97.7336498,30.53419309,,100,100,0,,100,02-07-2022 19:49,56062.3 secs,,0,0,28,0,68,,0,0,0,0,0,0,2,2,,,,,,,,,,0,,,,,,,,,,,-97.7336498,30.53419309,117987,4912.996618,71,117987
285,286,1,286,7126,-97.7336498,30.5386897,,100,100,0,,100,02-07-2022 19:58,527.6 secs,,0,0,14,0,12,,0,0,0,22,36,0,0,15,,,,,,,,,,1,,,,,,,,,,,7126,-97.7336498,30.5386897,,100,100,0,,100,02-07-2022 19:58,527.6 secs,,0,0,14,0,12,,0,0,0,22,36,0,0,15,,,,,,,,,,1,,,,,,,,,,,-97.7336498,30.5386897,117987,5394.007806,71,117987
286,287,1,287,7127,-97.7336498,30.5431863,,100,100,0,,100,02-07-2022 20:08,623.3 secs,,0,0,16,0,8,,0,0,0,15,51,0,0,10,,,,,,,,,,0,,,,,,,,,,,7127,-97.7336498,30.5431863,,100,100,0,,100,02-07-2022 20:08,623.3 secs,,0,0,16,0,8,,0,0,0,15,51,0,0,10,,,,,,,,,,0,,,,,,,,,,,-97.7336498,30.5431863,117987,5877.933527,71,117987
287,288,1,288,7128,-97.7336498,30.5476829,,100,100,0,,100,02-07-2022 20:25,996.2 secs,,0,0,21,0,11,,0,0,0,31,18,0,0,18,,,,,,,,,,1,,,,,,,,,,,7128,-97.7336498,30.5476829,,100,100,0,,100,02-07-2022 20:25,996.2 secs,,0,0,21,0,11,,0,0,0,31,18,0,0,18,,,,,,,,,,1,,,,,,,,,,,-97.7336498,30.5476829,117987,6364.109858,71,117987
288,289,1,289,7129,-97.7336498,30.5521795,,100,100,0,,81,02-07-2022 20:34,526.2 secs,,0,0,30,0,9,,0,0,0,19,34,0,0,8,,,,,,,,,,0,,,,,,,,,,,7129,-97.7336498,30.5521795,,100,100,0,,81,02-07-2022 20:34,526.2 secs,,0,0,30,0,9,,0,0,0,19,34,0,0,8,,,,,,,,,,0,,,,,,,,,,,-97.7336498,30.5521795,117987,6852.057826,71,117987
289,290,1,290,7130,-97.7336498,30.5566761,,100,100,0,,89,02-07-2022 20:44,628.0 secs,,0,0,30,0,32,,0,0,0,0,20,0,12,6,,,,,,,,,,0,,,,,,,,,,,7130,-97.7336498,30.5566761,,100,100,0,,89,02-07-2022 20:44,628.0 secs,,0,0,30,0,32,,0,0,0,0,20,0,12,6,,,,,,,,,,0,,,,,,,,,,,-97.7336498,30.5566761,117987,7341.424253,71,117987
290,291,1,291,7131,-97.72842924,30.53419309,,100,100,0,,100,02-07-2022 20:56,683.1 secs,,0,0,2,0,17,,0,0,0,22,52,0,0,6,,,,,,,,,,1,,,,,,,,,,,7131,-97.72842924,30.53419309,,100,100,0,,100,02-07-2022 20:56,683.1 secs,,0,0,2,0,17,,0,0,0,22,52,0,0,6,,,,,,,,,,1,,,,,,,,,,,-97.72842924,30.53419309,117987,5073.741645,71,117987
291,292,1,292,7132,-97.72842924,30.5386897,,100,100,0,,100,02-07-2022 21:05,548.4 secs,,0,0,40,0,16,,0,0,0,16,9,1,0,18,,,,,,,,,,0,,,,,,,,,,,7132,-97.72842924,30.5386897,,100,100,0,,100,02-07-2022 21:05,548.4 secs,,0,0,40,0,16,,0,0,0,16,9,1,0,18,,,,,,,,,,0,,,,,,,,,,,-97.72842924,30.5386897,117987,5540.809039,71,117987
292,293,1,293,7133,-97.72842924,30.5431863,,100,100,0,,100,02-07-2022 21:07,102.6 secs,,0,0,86,0,0,,0,0,0,1,8,0,2,3,,,,,,,,,,0,,,,,,,,,,,7133,-97.72842924,30.5431863,,100,100,0,,100,02-07-2022 21:07,102.6 secs,,0,0,86,0,0,,0,0,0,1,8,0,2,3,,,,,,,,,,0,,,,,,,,,,,-97.72842924,30.5431863,117987,6012.925513,71,117987
293,294,1,294,7134,-97.72842924,30.5476829,,100,100,0,,100,02-07-2022 21:14,440.7 secs,,0,0,33,0,19,,0,0,0,8,34,0,0,6,,,,,,,,,,0,,,,,,,,,,,7134,-97.72842924,30.5476829,,100,100,0,,100,02-07-2022 21:14,440.7 secs,,0,0,33,0,19,,0,0,0,8,34,0,0,6,,,,,,,,,,0,,,,,,,,,,,-97.72842924,30.5476829,117987,6488.989985,71,117987
294,295,1,295,7135,-97.72842924,30.5521795,,100,100,0,,100,02-07-2022 21:24,588.4 secs,,0,0,18,0,0,,0,0,0,0,73,0,0,9,,,,,,,,,,0,,,,,,,,,,,7135,-97.72842924,30.5521795,,100,100,0,,100,02-07-2022 21:24,588.4 secs,,0,0,18,0,0,,0,0,0,0,73,0,0,9,,,,,,,,,,0,,,,,,,,,,,-97.72842924,30.5521795,117987,6968.1934,71,117987
295,296,1,296,7136,-97.72842924,30.5566761,,100,100,0,,100,02-07-2022 21:28,232.2 secs,,0,0,56,0,0,,0,0,2,0,36,0,2,4,,,,,,,,,,0,,,,,,,,,,,7136,-97.72842924,30.5566761,,100,100,0,,100,02-07-2022 21:28,232.2 secs,,0,0,56,0,0,,0,0,2,0,36,0,2,4,,,,,,,,,,0,,,,,,,,,,,-97.72842924,30.5566761,117987,7449.930129,71,117987
296,297,1,297,7400,-97.72093445,30.53633466,,100,100,0,,100,23-06-2022 00:39,18214.5 secs,,0,0,25,0,22,,0,4,1,34,6,2,0,6,,,,,,,,,,0,,,,,,,,,,,7400,-97.72093445,30.53633466,,100,100,0,,100,23-06-2022 00:39,18214.5 secs,,0,0,25,0,22,,0,4,1,34,6,2,0,6,,,,,,,,,,0,,,,,,,,,,,-97.72093445,30.53633466,117987,5587.901145,74,196695.3243
297,298,1,298,7401,-97.73398462,30.52509316,,100,100,0,,94,05-07-2022 14:52,147.6 secs,,0,0,39,0,4,,0,0,0,0,57,0,0,0,,,,,,,,,,0,,,,,,,,,,,7401,-97.73398462,30.52509316,,100,100,0,,94,05-07-2022 14:52,147.6 secs,,0,0,39,0,4,,0,0,0,0,57,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.73398462,30.52509316,117987,3941.971484,74,196695.3243
298,299,1,299,7402,-97.73398462,30.52958976,,100,100,0,,89,05-07-2022 14:54,175.0 secs,,0,0,18,0,6,,0,0,3,2,70,0,0,0,,,,,,,,,,1,,,,,,,,,,,7402,-97.73398462,30.52958976,,100,100,0,,89,05-07-2022 14:54,175.0 secs,,0,0,18,0,6,,0,0,3,2,70,0,0,0,,,,,,,,,,1,,,,,,,,,,,-97.73398462,30.52958976,117987,4414.873223,74,196695.3243
299,300,1,300,7403,-97.73398462,30.53408636,,100,100,0,,92,05-07-2022 14:58,215.9 secs,,0,0,45,0,46,,0,0,0,9,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,7403,-97.73398462,30.53408636,,100,100,0,,92,05-07-2022 14:58,215.9 secs,,0,0,45,0,46,,0,0,0,9,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.73398462,30.53408636,117987,4892.859925,74,196695.3243
300,301,1,301,7404,-97.73398462,30.53858296,,100,100,0,,88,05-07-2022 15:03,276.5 secs,,0,0,40,0,17,,0,0,0,18,23,0,1,0,,,,,,,,,,1,,,,,,,,,,,7404,-97.73398462,30.53858296,,100,100,0,,88,05-07-2022 15:03,276.5 secs,,0,0,40,0,17,,0,0,0,18,23,0,1,0,,,,,,,,,,1,,,,,,,,,,,-97.73398462,30.53858296,117987,5374.575168,74,196695.3243
301,302,1,302,7405,-97.73398462,30.54307957,,100,100,0,,91,05-07-2022 15:06,198.2 secs,,0,0,17,0,25,,0,0,0,12,45,0,0,0,,,,,,,,,,1,,,,,,,,,,,7405,-97.73398462,30.54307957,,100,100,0,,91,05-07-2022 15:06,198.2 secs,,0,0,17,0,25,,0,0,0,12,45,0,0,0,,,,,,,,,,1,,,,,,,,,,,-97.73398462,30.54307957,117987,5859.100547,74,196695.3243
302,303,1,303,7406,-97.73398462,30.54757617,,100,100,0,,100,27-07-2022 18:36,492.8 secs,,0,0,19,0,24,,0,2,0,29,24,0,0,0,,,,,,,,,,2,,,,,,,,,,,7406,-97.73398462,30.54757617,,100,100,0,,100,27-07-2022 18:36,492.8 secs,,0,0,19,0,24,,0,2,0,29,24,0,0,0,,,,,,,,,,2,,,,,,,,,,,-97.73398462,30.54757617,117987,6345.790575,74,196695.3243
303,304,1,304,7407,-97.72876455,30.52509316,,100,100,0,,100,27-07-2022 18:43,412.6 secs,,0,0,41,0,0,,0,0,4,0,55,0,0,0,,,,,,,,,,0,,,,,,,,,,,7407,-97.72876455,30.52509316,,100,100,0,,100,27-07-2022 18:43,412.6 secs,,0,0,41,0,0,,0,0,4,0,55,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.72876455,30.52509316,117987,4136.692406,74,196695.3243
